name,ingredients,preparation
PASTEL DE CHOCLO ,"8,¾ taza de leche fresca,¾ taza de margarina,1 cucharada de azúcar,2 cucharadas de pisco,4 huevos (separar yemas de claras),Sal,Pimienta,½ k carne molida de res,1 ½ cucharada de aceite vegetal,1 diente de ajo triturado,1 cucharadita de,1 cebolla mediana picada,15 pasas,Sal,Pimienta,Orégano,2 huevos cocidos en tajadas,3 aceitunas picadas,1 cucharadita culantro picado,Azúcar para espolvorear encima","Pastel:Rallar, moler o licuar con la leche los granos de choclo.
En una olla, a fuego lento, derretir margarina. Agregar mezcla de los choclos moviendo constantemente. Añadir sal, pimienta. Cocinar por 10 minutos. Agregar más leche tibia, si fuera necesario. Debe quedar espeso pero no seco. Retirar del fuego y entibiar. Agregar pisco.
Batir yemas hasta obtener un color amarillo claro. Agregar a la preparación del choclo. Agregar, envolviendo, claras batidas a punto de nieve. Mezclar bien. Reservar.
Relleno:Calentar aceite en una sartén. Dorar la cebolla, agregar ajo y ají. Sazonar con sal, pimienta y orégano. Agregar la carne. Dejar que se cocine y luego incorporar las pasas.
Engrasar un molde de 28 x 18 x 4 cm (18 x 9 x 2 pulgadas) y verter la mitad de la preparación del choclo.
Cubrir con el relleno de carne. Colocar encima el huevo cocido, las aceitunas y luego el culantro picado.
Echar el resto de la crema de choclo y espolvorear azúcar encima.
Llevar a horno pre-calentado 250° F (120° C) durante 40 minutos.
Servir.

6 porciones
"
MOUSSE DE CONCHAS CON MAYONESA CRIOLLA,"1 manojo o 7 docenas de conchas de abanico, limpias,Sal,Pimienta blanca,2 cucharadas de,1 pimiento grande, sin semillas ni venas, soasado (asado o dorado) y licuado,1 cucharadita de achiote en polvo,1 cucharadita de kion (jengibre) en polvo,1 cucharadita de ajo molido,1 taza de crema de leche,3 hojas de colapez (¾ a 1 cucharada de colapez en polvo),½ taza de leche evaporada,2 huevos,1 cucharadita de culantro,1 cucharada de ají limo, sin venas ni semillas, licuado,1 cucharadita de huacatay, previamente pasado por agua hirviendo,1 cucharada de perejil,1 cucharada de jugo de limón,1 cucharada de mostaza,1 taza de aceite de oliva,Sal","Mousse:Blanquear las conchas un minuto en agua hirviendo con sal y limón (colocarlas en un colador de metal y sumergirlas durante 1 minuto en agua hirviendo). Escurrir.
Licuar las conchas con la leche y reservar.
Echar en un bol el pimiento, el ají mirasol en puré, el achiote, jenjibre y el ajo triturado. Mezclar y agregar la colapez (previamente remojada en ¼ de taza de agua fría y luego disuelta a baño maría), las conchas licuadas y la crema de leche. Rectificar la sazón.
Colocar en un molde aceitado y llevar al refrigerador por 3 horas.
Mayonesa:Colocar los huevos en la licuadora con la mostaza, limón, sal, pimienta, aceite de oliva y ají limo en puré. Licuar y agregar el aceite, gradualmente, hasta que la mayonesa tenga una consistencia de salsa. Verter a un recipiente y agregar el perejil, culantro y huacatay.Retirar la mousse de la refrigeradora y desmoldar en una fuente. Servir con la Mayonesa criolla.

Receta del Libro Mis Recetas de Cocina Criolla Peruana de Francisco Graña Aramburú
"
LECHE ASADA DE PALLARES VERDES,"¾ K ( 1 lb 10 oz) de pallares tiernos,6 huevos,1 ¾ de taza de leche evaporada,½ taza de agua,2 cucharadas de harina,4 cucharadas de mantequilla,½ taza de queso parmesano, rallado,Sal,Pimienta,½ cucharadita de nuez moscada"," Cocinar los pallares en agua hirviendo hasta que estén tiernos. Escurrir y reservar.
Derretir 3 cucharadas de mantequilla en una olla mediana y agregar la harina. Cocinar 1 a 2 minutos y retirar del fuego. Agregar la leche tibia y ½ taza de agua y cocinar, moviendo constantemente hasta que la mezcla espese y se vea el fondo de la olla. Sazonar con sal, pimienta y nuez moscada rallada. Retirar del fuego, nuevamente, y mezclar con los huevos ligeramente batidos. Agregar el queso parmesano y los pallares removiendo suavemente y rectificar la sazón.

Engrasar un molde refractario mediano con la mantequilla restante. Espolvorear harina en el molde y verter en la preparación. Hornear hasta que cuaje y dore.
"
LECHE ASADA CON QUESO Y AJI,"3 ½ tazas ( 2 latas) de leche evaporada,1 taza de queso parmesano, rallado,6 huevos, ligeramente batidos,1 taza de crema de leche,Sal,Pimienta blanca,100 g (3 ½ oz) de queso mantecoso,2 cucharadas de pasta de tomate,2 cucharadas de,1 cucharadita de nuez moscada"," Mezclar la leche evaporada con los huevos ligeramente batidos, el queso parmesano rallado, sal y pimienta en un recipiente.
Verter la mezcla en un molde engrasado con aceite y llevar al horno precalentado a 300ºF (150ºC), en baño maría (el agua debe estar hirviendo). Hornear hasta que cuaje. Retirar del horno, dejar que enfríe ligeramente y desmoldar en una fuente para servir .
Salsa:Preparar la salsa a baño Maria. Mezclar el queso mantecoso, la pasta de tomate, el ají mirasol molido, y la nuez moscada en baño maría y mover hasta que el queso se haya derretido y todos los ingredientes se hayan unido. Rectificar la sazón.
Bañar la leche asada con parte de la salsa al momento de servir y el resto colocarlo en una salsera.
6 personas 

Receta del libro Mis Recetas de Cocina Criolla Peruana de Francisco Graña Aramburú
"
TRIGOTTO DE TRIGO,"2 tazas de trigo, remojado y lavado,2 cucharadas de aceite de oliva,4 cucharadas de mantequilla, a temperatura de ambiente,1 cebolla grande blanca, finamente picada,2 dientes de ajo, finamente picados,1 a 2 cucharadas de,1 ½ cucharadita de tomillo seco,½ taza de vino blanco seco,3 tazas de caldo concentrado de carne (puede ser de pollo o de mariscos),1 taza de crema de leche, aproximadamente,3/4 a 1 taza de queso parmesano, rallado,Sal,Pimienta,1 ½ taza de habas cocidas (opcional),150 g (5 ½ oz) de queso fresco, cortado en cubitos,Perejil picado para la decoración"," Calentar el aceite de oliva con 2 cucharadas de mantequilla en una olla mediana o grande y agregar la cebolla y el ajo. Cocinar a fuego lento hasta que estén transparentes. Agregar el ají licuado y mezclar. Agregar el trigo y el tomillo y mezclar. Incorporar el vino y llevar a hervir 2 a 3 minutos. Agregar, luego, el caldo concentrado y cubrir con agua.
Cocinar a fuego lento hasta que esté suave. Agregar la crema de leche y las habas cocidas, si se van a usar. Incorporar el queso parmesano rallado, las 2 cucharadas de mantequilla restante y la mitad del queso fresco. Mezclar y rectificar la sazón.
Servir inmediatamente y salpicar encima con el queso fresco restante y perejil picado. 
Calorías 658
Proteínas 29.07 gr.
Grasas 38.21 gr.
Carbohidratos 45.25 gr.
"
TRIGO ATAMALADO ,"½ k (1 lb 2 oz) de trigo,½ taza de taza de aceite,1 ½ cebolla, finamente picada,3 dientes de ajo, finamente picados,1 – 2 cucharaditas de ají mirasol molido,Sal,Pimienta,Agua o caldo,200 g (7 oz) de queso fresco, cortado en trocitos,2 cabezas de cebollita china, finamente picada"," Remojar el trigo durante 3 horas.Calentar el aceite en una olla, agregar la cebolla y cocinarla hasta que esté transparente. Incorporar el ajo y el ají mirasol, remover y sazonar.
Agregar el trigo y cubrir con agua o caldo hirviendo. Cocinar a fuego lento hasta que el trigo esté cocido. Si fuera necesario, agregar más agua o caldo durante la cocción.
Agregar, al final el queso parmesano, la cebollita china y mezclar. Rectificar la sazón.Servir con arroz y huevo duro.

Calorías 438
Proteínas 10.11 gr.
Grasas 20.98 gr.
Carbohidratos 52.03 gr.
"
TRIGO AL CULANTRO ,"½ k (1 lb) de trigo,2 cebollas medianas picadas,2 tomates pelados, sin semillas y picados,2 cucharadas,1 cucharadita ajo molido,3 cucharadas aceite,¾ taza de leche,150 g (5 ½ oz),¼ taza de culantro picado,1 cubito de caldo de pollo"," Remojar trigo ½ hora en agua y lavar bien. Escurrir.
Cocinar el trigo en agua y luego escurrir en un colador.
Calentar el aceite en una sartén. Saltear la cebolla y luego el ajo, el ají y el tomate. Mezclar bien. Sazonar.
Añadir caldo de pollo y dejar que hierva unos minutos.
Agregar el trigo moviendo y finalmente la leche, el queso fresco y el culantro picado.
Servir con arroz y si se desea acompañar con Pollo al Sillao

Calorías 420
Proteínas 13.91 gr.
Grasas 11.09 gr.
Carbohidratos 70.54 gr.
"
TAMALITOS VERDES No.2 ,"12,1 taza de manteca vegetal,1 ½ filete de pechuga de pollo, cocida y cortada en trozos,1 taza de cebolla, finamente picada,8 dientes de ajo, finamente picados,2,1 taza de hojas de culantro,Pancas de choclo para envolver los tamales,Sal,Pimienta"," Licuar los choclos con la cantidad necesaria de líquido (agua o caldo del pollo). Separar.
Derretir la manteca en una olla y freír la cebolla, ajos, ají, hasta que estén cocidas.
Sazonar y agregar el culantro. Freír 2 minutos aproximadamente y retirar del fuego. Enfriar y licuar. Verter todo a una olla y agregar el choclo licuado. Cocinar moviendo, a fuego lento durante 20 a 25 minutos, hasta que la masa espese y se vea brillante. Pasar las pancas de choclo por agua hirviendo y secarlas. Colocar una cucharada de la mezcla del choclo en cada panca (si fueran muy pequeñas las pancas, usar dos, ligeramente sobrepuestas). Colocar en el centro un trozo de pollo y un trozo de ají. Cubrir el relleno con mezcla de choclo.
Doblar las pancas cerrando como si fuera un paquete. Atar con pabilo.
Poner los tamalitos en una olla, sobre una capa de pancas de choclo, con 3 cm de agua (2 pulgadas) y cocinar durante 1 hora aproximadamente.
Rinden 20 a 22 tamalitos, dependiendo del tamaño del choclo.
"
TAMALITOS VERDES No.1 ,"8,2/3 taza (11 cucharadas) manteca vegetal,1 cebolla mediana picada,3 dientes de ajo molidos,Ají amarillo,Sal,Pimienta,4 oz (½ taza) culantro molido o licuado,Pancas de choclo,130 g ( 5 oz) carne de pollo,130 g ( 5 oz) carne de cerdo,10 aceitunas de botija cortadas en 4,2 huevos cocidos,Salsa Criolla"," Cocinar la carne de pollo y cerdo por separado en agua con sal. Reservar el agua del pollo. Cortar la carne en trozos pequeños.
Licuar los choclos con la cantidad necesaria de líquido (agua, caldo del pollo). Separar.
Derretir la manteca en una sartén y freir el cerdo y el pollo. Una vez dorados retirar los trozos de carne.
Dorar cebolla, ajos, ají, una vez retirada la carne. Sazonar y separar una tercera parte para el relleno. Mezclar con el cerdo y el pollo. Agregar huevos cocidos picados y las aceitunas picadas.
Agregar el choclo licuado y el culantro a la mezcla de la sartén. Cocinar a fuego mediano moviendo hasta que la masa espese y esté brillante. Si fuera necesario añadir agua o caldo.
Secar las pancas. Poner una cucharada de la mezcla del choclo en cada panca (si fueran muy pequeñas usar dos). Al centro colocar un poco de relleno y cubrir con mezcla de choclo.
Doblar las pancas cerrando como si fuera un paquete. Atar con pabilo.
Poner en olla con 3 cm de agua (2 tazas) y cocinar por 20 minutos.
Para servir, se abren los tamales y se acompañan con salsa criolla.
"
TAMALITOS,"1 k (2.2 lb) de mote o maíz pelado y molido,½ k (1 lb 2 oz) de manteca de cerdo,50 g (3/4 oz) de ají panca, remojado y molido,1 cabeza de ajo, pelado y molido,Gallina, pollo o lomo de cerdo para el relleno,150 g (5 ½ oz) de maní tostado, opcional, para el relleno,20 aceitunas negras, sin pepa, partidas por mitad, opcional para el relleno,Ají mirasol,Sal,Pimienta,Comino,Caldo de pollo o gallina, la cantidad necesaria,Pancas de choclo"," Colocar la gallina, pollo o cerdo en una olla con agua y llevar a hervir hasta que esté cocido. Retirar la carne de la olla y enfriar. Si se ha cocinado gallina o pollo guardar el caldo que luego se usará para la preparación del tamal. Una vez que la carne esté fría, cortarla en trozos pequeños o deshilacharla. Reservar.
Colocar la manteca en una olla y calentarla. Agregar el ajo y el ají y dorarlos. Sazonar con sal, pimienta y comino.
Una vez cocida la mezcla retirar 2 cucharadas y mezclarlas con la carne en trozos para sazonarla. Reservar.
Agregar el maíz molido al aderezo que quedó en la olla y mezclar. Mover constantemente hasta que espese e ir agregando gradualmente el caldo de pollo o gallina. Dejar cocinar hasta que la masa de choclo haya espesado y tenga una consistencia atamalada. Sazonar.
Para armar el tamal colocar un poco de la mezcla del maíz encima de las las pancas de choclo (uniendo 2) previamente lavadas.
Colocar el pollo o gallina en trozos o deshilachada, maní tostado, aceituna y una rodaja de ají. Cubrir con un poco más de la mezcla del maíz.
Envolver con las pancas de choclo y atarlo con tiras de la misma hoja.
Una vez armados todos los tamales, cocinarlos en una olla grande con poca agua caliente por espacio de 20 minutos aproximadamente
Servir con Salsa Criolla.
"
TAMALES LIMEÑOS,"½ k de maíz blanco pelado,¾ de kilo de carne de chuleta de cerdo, sin hueso,6 ajíes panca,2 ajíes mirasol,8 huevos,2 cucharadas de vinagre,8 dientes de ajo, pelados,½ cucharada de pimienta molida,½ cucharada de comino,50 g de ajonjolí,100 g de maní tostado,¼ de kilo de manteca de cerdo,1 copa de pisco,100 g de aceitunas negras,1 paquete de hojas de plátano,1 paquete de totora,10 corontas de maíz"," Remojar el maíz durante 24 horas. Al término de este tiempo, escurrirlo y molerlo en batán o en moledor de granos. Sacar previamente la puntita dura. Adobar la carne cortada en trozos medianos, durante una hora con sal, pimienta, comino, vinagre y ají panca tostado y molido. Freír la carne en una cucharada de manteca, agregarle el jugo de la maceración y 2 tazas de agua. 
Cocerla por dos horas. Retirar la carne y escurrir. Echar el caldo en el maíz molido junto con la manteca, maní tostado y molido, ajonjolí tostado, 6 yemas y la copa de pisco. Amasar y sobar la masa hasta que reviente y haga ojos.
Soasar las hojas de plátano y sacarles la nervadura. Para armar los tamales, colocar la masa necesaria sobre una hoja de plátano, abrir un hoyo y poner la carne, huevo duro y aceitunas negras cocidas, así como una tajada de ají mirasol soasado. Envolver bien y cruzar otra hoja bien apretada. Atar con la totora. 
Poner en el fondo de una olla de regular tamaño las corontas, luego las hojas de plátano y agua hasta el borde de las hojas. 
Ir acomodando los tamales verticalmente, uno junto al otro para cubrirlos con más hojas de plátano. Cocer durante 4 horas.
Receta del libro Cocinas Regionales Peruanas- 3 de la Sra. Gloria Hinostroza de Molina, editado por la Escuela Profesional de Turismo y Hotelería de la Universidad San Martín de Porres"
TAMALES DE MAÍZ MORADO,"1 k de mote de maíz morado pelado,1/4 k de carne de chancho picada,1 taza de aceite,1 cucharada de ajo molido,1 cebolla rallada,2 cucharadas de ají panca molido,2 cucharadas de ají mirasol molido,1 cucharadita de achiote molido,1 1/2 taza de caldo de carne,Hojas de plátano (cantidad necesaria),2 huevos duros,20 aceitunas verdes,2 ajíes amarillos en tiras,20 maníes,Sal,Pimienta,Comino al gusto,Pabilo (para atar),1 cebolla,2 limones,Ají limo al gusto,Sal al gusto"," Muela el mote en un molinillo de carne. Sazone el chancho con sal, pimienta y comino. Fríalo en una olla con aceite caliente. Añada el ajo, la cebolla, el ají panca, el ají mirasol, el achiote y dore.

Vierta el caldo caliente y deje que hierva. Retire la carne cuando este cocida. Eche el maíz morado en el caldo, mezcle bien y cocine hasta que se forme una masa, apague el fuego y deje enfriar.
Limpie las hojas de plátano y soáselas. Coloque una porción de masa en una hoja de plátano, agregue un trozo de carne, una rebanada de huevo duro, una aceituna, una tira de ají amarillo y un maní. Tape con la misma hoja y ate con pabilo formando un tamal. Rinde veinte tamales.

Forre una olla con hojas de plátano, vierta tres tazas de agua, coloque los tamales, cubra con más hojas, tape y deje que hierva durante treinta minutos.
Cuando estén cocidos, retíreles las hojas y sirva con salsa de cebolla con trocitos de ají verde.
Salsa:Cortar la cebolla en tajadas bien finas. Poner a remojar en un bol con agua, mezclando bien. Escurrir y dejar que sequen.
Colocar las cebollas en un bol, sazonar con sal.
Rociar el jugo de limón. Incorporar ají. Mezclar bien.
Rectificar la sazón.

Receta del Sra. María Eugenia Mansilla Arancibia. (Lima - AFP Union Vida).
Ganador del 2° Puesto en el concurso organizado por la Asociación de AFP, Perú.
"
